0	0.1355
0.0001	0.129959
0.0002	0.127424
0.0003	0.125175
0.0004	0.123013
0.0005	0.120905
0.0006	0.118838
0.0007	0.116808
0.0008	0.114813
0.0009	0.112851
0.001	0.110922
0.0011	0.109026
0.0012	0.107161
0.0013	0.105329
0.0014	0.103527
0.0015	0.101755
0.0016	0.100013
0.0017	0.0983008
0.0018	0.0966171
0.0019	0.0949617
0.002	0.0933341
0.0021	0.0917338
0.0022	0.0901603
0.0023	0.0886133
0.0024	0.0870921
0.0025	0.0855965
0.0026	0.0841258
0.0027	0.0826798
0.0028	0.081258
0.0029	0.07986
0.003	0.0784853
0.0031	0.0771337
0.0032	0.0758046
0.0033	0.0744977
0.0034	0.0732127
0.0035	0.0719492
0.0036	0.0707068
0.0037	0.0694851
0.0038	0.0682839
0.0039	0.0671027
0.00401	0.0658262
0.00412	0.0645732
0.00423	0.0633432
0.00434	0.0621359
0.00445	0.0609507
0.00456	0.0597873
0.00467	0.0586453
0.00478	0.0575244
0.00489	0.056424
0.005	0.0553439
0.00511	0.0542838
0.00522	0.0532431
0.00533	0.0522217
0.00544	0.051219
0.00555	0.0502349
0.00566	0.049269
0.00577	0.0483209
0.00588	0.0473903
0.00599	0.0464769
0.0061	0.0455805
0.00621	0.0447006
0.00632	0.043837
0.00643	0.0429895
0.00654	0.0421576
0.00665	0.0413412
0.00676	0.04054
0.00687	0.0397536
0.00698	0.0389819
0.00709	0.0382245
0.0072	0.0374813
0.00731	0.0367521
0.00742	0.0360367
0.00753	0.0353351
0.00764	0.034647
0.00775	0.0339726
0.00786	0.0333118
0.00797	0.0326647
0.00808	0.0320315
0.00819	0.0314122
0.0083	0.030807
0.00841	0.0302163
0.00852	0.0296402
0.00863	0.0290788
0.00874	0.0285326
0.00885	0.0280017
0.00896	0.0274863
0.00907	0.0269865
0.00918	0.0265023
0.00929	0.0260338
0.0094	0.0255808
0.00951	0.0251433
0.00962	0.024721
0.00973	0.0243136
0.00984	0.0239207
0.00995	0.0235416
0.01006	0.0231757
0.01017	0.0228224
0.01028	0.022481
0.01039	0.0221471
0.0105	0.0218213
0.01061	0.0215034
0.01072	0.021193
0.01083	0.0208897
0.01094	0.0205927
0.01105	0.0203012
0.01116	0.0200146
0.01127	0.0197323
0.01138	0.0194534
0.01149	0.0191749
0.0116	0.0189038
0.01171	0.018636
0.01182	0.0183702
0.01193	0.0181055
0.01204	0.0178415
0.01215	0.0175777
0.01226	0.0173148
0.01237	0.0170496
0.01248	0.016785
0.01259	0.0165202
0.0127	0.016255
0.01281	0.0159896
0.01292	0.0157239
0.01303	0.0154567
0.01314	0.0151872
0.01325	0.0149168
0.01336	0.0146463
0.01347	0.0143761
0.01358	0.0141066
0.01369	0.0138386
0.0138	0.0135748
0.01391	0.0133146
0.01402	0.0130579
0.01413	0.0128047
0.01424	0.0125551
0.01435	0.0123092
0.01446	0.0120671
0.01457	0.0118291
0.01468	0.0115952
0.01479	0.0113655
0.0149	0.0111401
0.01501	0.0109188
0.01512	0.0107017
0.01523	0.0104887
0.01534	0.0102797
0.01545	0.0100748
0.01556	0.00987378
0.01567	0.00967659
0.01578	0.0094831
0.01589	0.00929323
0.016	0.00910695
0.01611	0.00892496
0.01622	0.00874693
0.01633	0.0085725
0.01644	0.00840147
0.01655	0.00823368
0.01666	0.008069
0.01677	0.00790738
0.01688	0.00774875
0.01699	0.00759303
0.0171	0.00744016
0.01721	0.00729009
0.01732	0.00714276
0.01743	0.00699811
0.01754	0.00685609
0.01765	0.00671666
0.01776	0.00657978
0.01787	0.00644539
0.01798	0.00631346
0.01809	0.00618396
0.0182	0.00605685
0.01831	0.00593209
0.01842	0.00580964
0.01853	0.00568947
0.01864	0.00557155
0.01875	0.00545589
0.01886	0.00534249
0.01897	0.00523133
0.01908	0.0051224
0.01919	0.00501565
0.0193	0.00491105
0.01941	0.00480856
0.01952	0.00470814
0.01963	0.00460976
0.01974	0.00451336
0.01985	0.00441893
0.01996	0.0043264
0.02007	0.00423576
0.02018	0.00414696
0.02029	0.00405996
0.0204	0.00397474
0.02051	0.00389126
0.02062	0.00380948
0.02073	0.00372936
0.02084	0.00365089
0.02095	0.00357402
0.02106	0.00349872
0.02117	0.00342497
0.02128	0.00335273
0.02139	0.00328197
0.0215	0.00321267
0.02161	0.00314479
0.02172	0.00307831
0.02183	0.00301319
0.02194	0.00294942
0.02205	0.00288697
0.02216	0.0028258
0.02227	0.0027659
0.02238	0.00270723
0.02249	0.00264978
0.0226	0.00259352
0.02271	0.00253843
0.02282	0.00248448
0.02293	0.00243165
0.02304	0.00237994
0.02315	0.00232927
0.02326	0.00227968
0.02337	0.0022311
0.02348	0.00218356
0.02359	0.00213698
0.0237	0.0020914
0.02381	0.00204675
0.02392	0.00200306
0.02403	0.00196026
0.02414	0.00191838
0.02425	0.00187735
0.02436	0.00183721
0.02447	0.00179789
0.02458	0.00175941
0.02469	0.00172174
0.0248	0.00168486
0.02491	0.00164875
0.02502	0.00161341
0.02513	0.00157881
0.02524	0.00154494
0.02535	0.00151179
0.02546	0.00147934
0.02557	0.00144758
0.02568	0.00141649
0.02579	0.00138605
0.0259	0.00135627
0.02601	0.00132712
0.02612	0.00129858
0.02623	0.00127065
0.02634	0.00124332
0.02645	0.00121657
0.02656	0.00119039
0.02667	0.00116477
0.02678	0.00113969
0.02689	0.00111515
0.027	0.00109114
0.02711	0.00106764
0.02722	0.00104464
0.02733	0.00102213
0.02744	0.00100011
0.02755	0.000978559
0.02766	0.000957472
0.02777	0.000936838
0.02788	0.000916647
0.02799	0.000896892
0.0281	0.000877561
0.02821	0.000858648
0.02832	0.000840142
0.02843	0.000822036
0.02854	0.000804321
0.02865	0.000786989
0.02876	0.000770032
0.02887	0.000753443
0.02898	0.000737212
0.02909	0.000721334
0.0292	0.0007058
0.02931	0.000690603
0.02942	0.000675737
0.02953	0.000661194
0.02964	0.000646968
0.02975	0.000633051
0.02986	0.000619437
0.02997	0.000606121
0.03008	0.000593095
0.03019	0.000580354
0.0303	0.000567891
0.03041	0.000555701
0.03052	0.000543777
0.03063	0.000532115
0.03074	0.000520708
0.03085	0.000509552
0.03096	0.000498641
0.03107	0.000487969
0.03118	0.000477532
0.03128	0.000468243
0.03138	0.00045914
0.03148	0.00045022
0.03158	0.000441479
0.03168	0.000432914
0.03178	0.00042452
0.03188	0.000416296
0.03198	0.000408237
0.03208	0.00040034
0.03218	0.000392602
0.03228	0.00038502
0.03238	0.000377591
0.03248	0.000370312
0.03258	0.00036318
0.03268	0.000356192
0.03278	0.000349345
0.03288	0.000342637
0.03298	0.000336065
0.03308	0.000329625
0.03318	0.000323317
0.03328	0.000317136
0.03338	0.000311081
0.03348	0.000305148
0.03358	0.000299337
0.03368	0.000293643
0.03378	0.000288066
0.03388	0.000282602
0.03398	0.000277249
0.03408	0.000272005
0.03418	0.000266869
0.03428	0.000261837
0.03438	0.000256909
0.03448	0.000252081
0.03458	0.000247351
0.03468	0.000242719
0.03478	0.000238182
0.03488	0.000233737
0.03498	0.000229384
0.03508	0.00022512
0.03518	0.000220944
0.03528	0.000216853
0.03538	0.000212847
0.03548	0.000208923
0.03558	0.000205081
0.03568	0.000201317
0.03578	0.000197631
0.03588	0.000194021
0.03598	0.000190485
0.03608	0.000187023
0.03618	0.000183632
0.03628	0.000180312
0.03638	0.00017706
0.03648	0.000173876
0.03658	0.000170758
0.03668	0.000167704
0.03678	0.000164714
0.03688	0.000161786
0.03698	0.000158919
0.03708	0.000156112
0.03718	0.000153363
0.03728	0.000150671
0.03738	0.000148036
0.03748	0.000145455
0.03758	0.000142929
0.03768	0.000140455
0.03778	0.000138033
0.03788	0.000135662
0.03798	0.000133341
0.03808	0.000131068
0.03818	0.000128842
0.03828	0.000126664
0.03838	0.000124531
0.03848	0.000122444
0.03858	0.0001204
0.03868	0.000118399
0.03878	0.00011644
0.03888	0.000114523
0.03898	0.000112646
0.03908	0.000110809
0.03918	0.00010901
0.03928	0.00010725
0.03938	0.000105527
0.03948	0.00010384
0.03958	0.000102189
0.03968	0.000100573
0.03978	9.8992e-05
0.03988	9.74441e-05
0.03998	9.59292e-05
0.04008	9.44465e-05
0.04018	9.29954e-05
0.04028	9.15752e-05
0.04038	9.01854e-05
0.04048	8.88252e-05
0.04058	8.74941e-05
0.04068	8.61914e-05
0.04078	8.49167e-05
0.04088	8.36692e-05
0.04098	8.24486e-05
0.04108	8.12541e-05
0.04118	8.00852e-05
0.04128	7.89415e-05
0.04138	7.78224e-05
0.04148	7.67274e-05
0.04158	7.5656e-05
0.04168	7.46077e-05
0.04178	7.35821e-05
0.04188	7.25786e-05
0.04198	7.15968e-05
0.04208	7.06363e-05
0.04218	6.96965e-05
0.04228	6.87772e-05
0.04238	6.78778e-05
